,0
91,0.04405171886708814
92,0.009576553159301431
93,0.012948769946301253
94,0.010911005642362517
95,0.01159774340674365
96,0.020290773437238306
97,0.009258913540728145
98,0.01103941689950557
99,0.014894572765199387
100,0.01282580454527248
101,0.01805502207041642
102,0.016651068614191335
103,0.00865571962336178
104,0.008382727656154016
105,0.017440949043811656
106,0.04359571833718123
107,0.010108304113315628
108,0.01848317176208044
109,0.006355953827236538
110,0.030596355773287995
111,0.015604852309770425
112,0.02324888557758126
113,0.008713864262789304
114,0.01366100050162754
115,0.014291946722485372
116,0.009731147746571274
117,0.010132624866864165
118,0.00913323520226148
119,0.010920909730631308
120,0.010438649367636691
121,0.025356065236772328
122,0.010160646588315694
123,0.007159580665821369
124,0.03924447679691519
125,0.017767090931756206
126,0.021267936704984388
127,0.011201377485668717
128,0.008107846196191749
129,0.003323521526272003
130,0.012238085688975591
131,0.012938591288208248
132,0.021852387812574516
133,0.011235940408276636
134,0.011371072357961413
135,0.006821629869087391
136,0.008493450637779284
137,0.024187927737400892
138,0.020654694880975263
139,0.012754980109171431
140,0.009510870160606562
141,0.015003393592658733
142,0.024303759111803526
143,0.01033548398756041
144,0.04366911681438608
145,0.022696338210092735
146,0.0132757939459276
147,0.0224833357582185
148,0.009936771911062839
149,0.01356140830199906
150,0.008455124202616321
151,0.016554528158510377
152,0.012808945606564351
153,0.011698036519404651
154,0.006368056741281503
155,0.022796022978386715
156,0.01322304362600433
157,0.03761546993923066
158,0.02335615097479065
159,0.018419011026402175
160,0.012477268069957853
161,0.021213795692418252
162,0.011552764801882203
163,0.018472848011794784
164,0.014951371892140521
165,0.009209022838903173
166,0.012929498834157047
167,0.00897714481119202
168,0.016126825611264342
169,0.01964490330666784
170,0.011579109592606503
171,0.008547905395092719
172,0.010534266057344387
173,0.028538239369099955
174,0.020689449871315543
175,0.007454192915072428
176,0.01601669353741244
177,0.009940657723743569
178,0.025013711175474653
179,0.014510101102430305
180,0.029855793780513142
181,0.0105632870229206
182,0.01644126850958801
183,0.016924667178079583
184,0.008043952898692149
185,0.02910190628876188
186,0.0312327760997355
187,0.013641236456025213
188,0.02215234967342037
189,0.022089624585094125
190,0.018027118998131218
191,0.032213236773870606
192,0.014299469128175786
193,0.009392150748139452
194,0.012248576040365052
195,0.0637327517549794
196,0.016218384524574952
197,0.015369394740651236
198,0.009170926369980055
199,0.01366123879245158
200,0.019818337876873742
201,0.01199974009259985
202,0.02380876720721892
203,0.011966335216934342
204,0.018746568845049993
205,0.01188809867380188
206,0.024824667693099142
207,0.03642942637608108
208,0.013773822888654023
209,0.016950779631071604
210,0.008382466273090953
211,0.011809253184439192
212,0.036024476597501
213,0.008303571842315567
214,0.036709634592549174
215,0.013767518585784053
216,0.011338441732301013
217,0.021786511706277167
218,0.029678891910604892
219,0.11039764697261388
220,0.021261216761526664
221,0.017286269362219935
222,0.017300543761700694
223,0.021900134513229436
224,0.010454474443027283
225,0.022327187484129908
226,0.01005353444742343
227,0.006718900506373393
228,0.045664568258118786
229,0.006714057586757444
230,0.02967031386586947
231,0.01819033063573721
232,0.026134318512795494
233,0.08856632569797052
234,0.012502913916379121
235,0.018716592578168864
236,0.009961462787085384
237,0.03647913651699096
238,0.015217755427281578
239,0.14710383008122394
240,0.01990198291970355
241,0.010582801437700021
242,0.015840942527700845
243,0.011856829683102837
244,0.015976482039090623
245,0.01971220044795096
246,0.023284043024040493
247,0.01780618979659546
248,0.02231275157654448
249,0.015074936646008523
250,0.013856989431482367
251,0.010640660944645039
252,0.03399083251176034
253,0.022982334757040864
254,0.010570618340361175
255,0.020634649675726594
256,0.014769827386478258
257,0.016900727838693827
258,0.014448133733912842
259,0.014813145749849146
260,0.020774190808843754
261,0.007319926113837543
262,0.013834577841854533
263,0.022707651702572624
264,0.05360470591345746
265,0.02067378052296522
266,0.013626060422196542
267,0.02737566302564505
268,0.027985580620226172
269,0.009094646245583251
