,0
0,0.01047590883010728
1,0.011271648844319125
2,0.015230037911830228
3,0.008814465269949891
4,0.019759210604560568
5,0.012962482486012894
6,0.01101771731806287
7,0.010615179856734372
8,0.005696416320224395
9,0.019170468563068983
10,0.03237839518234809
11,0.012524749757158504
12,0.01018294299133773
13,0.007507992863306348
14,0.020380368437706825
15,0.029571385012135475
16,0.019119495110441115
17,0.023541477979298352
18,0.017125406464755164
19,0.00956536391266551
20,0.01748311361687425
21,0.018071489089219767
22,0.012034139178917238
23,0.041248999049035354
24,0.008200070387407282
25,0.016511521632956223
26,0.010676064442516734
27,0.015466974386656746
28,0.021152163069365376
29,0.019706159269558342
30,0.016055115766168068
31,0.0304869549540012
32,0.013848112328102966
33,0.014492925154472916
34,0.0223306117985443
35,0.010401099223674213
36,0.017457092685842734
37,0.015800024156285283
38,0.021752468441893852
39,0.01634756508022051
40,0.013713274122495461
41,0.014877718186715273
42,0.015779683557231982
43,0.018208549824891902
44,0.0145453534317981
45,0.015093994940693809
46,0.00946612817901926
47,0.015914498174857905
48,0.013582742497353716
49,0.014092615262483356
50,0.013931871393623767
51,0.009228864873489027
52,0.022652832741166418
53,0.02061914984563617
54,0.01228794553611524
55,0.03486397642132695
56,0.06348080699195378
57,0.01342100007591432
58,0.02362710322000116
59,0.023844757256458154
60,0.025187477854746513
61,0.02212375491345154
62,0.02449286564885581
63,0.020691587142243815
64,0.01682867555387222
65,0.012980003105188542
66,0.02246127060036291
67,0.018897171281546138
68,0.01195274957469078
69,0.017818594251271143
70,0.025304872772490626
71,0.01759800822692154
72,0.012668222581021552
73,0.012502526129994349
74,0.03733342317129066
75,0.024055645150760082
76,0.04825704281199084
77,0.009290697469540336
78,0.023709076849353448
79,0.020795774529092228
80,0.01161205165643869
81,0.021565811713145682
82,0.014227514493889626
83,0.009975628405051867
84,0.018703434411332945
85,0.0205561146911875
86,0.01075919196503324
87,0.014301467814891288
88,0.022611520600238542
89,0.024658207304219734
90,0.005956197233253421
91,0.020832785785568977
92,0.013402513163682577
93,0.01952703001580813
94,0.019099559163900656
95,0.0203662993089887
96,0.012465215524983983
97,0.01405126247705913
98,0.019200958857736608
99,0.015303934581559183
100,0.010563525851033758
101,0.024465436366508764
102,0.01893468176000252
103,0.0065531188931274
104,0.01381684882611786
105,0.007979985976913984
106,0.02028979817942532
107,0.019401871638674077
108,0.020370773538847965
109,0.025236406545738783
110,0.018836209575473665
111,0.009273270462609146
112,0.02459361462934467
113,0.009054479707553563
114,0.02042867469680575
115,0.011721162512789596
116,0.01608905648410749
117,0.014832397066156572
118,0.019024122913592
119,0.02440630817246176
120,0.017851280042997852
121,0.02697268977194096
122,0.032464230540492287
123,0.056736728276424786
124,0.020807334347591824
125,0.01594661819063445
126,0.03183335410966865
127,0.018247430226920366
128,0.009459501090276051
129,0.018992669555817184
130,0.01460354800065586
131,0.033750517017199506
132,0.03321672627695139
133,0.013596389602311597
134,0.03193617393496419
135,0.028434207013035222
136,0.016913087487141983
137,0.02368086722214308
138,0.015053103756372928
139,0.011336350409242678
140,0.013278550114976381
141,0.009902429004066461
142,0.013417182458336792
143,0.05015342120205708
144,0.020353235756059986
145,0.013781060771387509
146,0.014888211610702157
147,0.02224524239511998
148,0.016758913415226225
149,0.023430827065973173
150,0.03928003127284625
151,0.022203043166211165
152,0.025308488422472908
153,0.017167433272898797
154,0.02303311834711884
155,0.04791824730869089
156,0.041004628684501956
157,0.03002173816740031
158,0.0328677159244741
159,0.03124272428472464
160,0.013300781762595073
161,0.014966604154065437
162,0.00852098797698922
163,0.04653607656425998
164,0.030341484613420632
165,0.011903478395194626
166,0.021566633848755103
167,0.007596200058340496
168,0.01391885786778328
169,0.011671738213363028
170,0.014489711670315954
171,0.01643158959506338
172,0.030300346766086002
173,0.020870621995764404
174,0.013670168776358047
175,0.019843203570008804
176,0.010009814790067427
177,0.023102246174107714
178,0.015171891632847405
179,0.01568205056302126
180,0.016141708607358928
181,0.008659724880705039
182,0.016029735041868807
183,0.0140084678740741
184,0.0102695307825097
185,0.04391758060414574
186,0.028245585261824985
187,0.10555022389897296
188,0.025606623074904175
189,0.013760530520290725
190,0.01377998555308469
191,0.10511502656063676
192,0.01609953663628816
193,0.01526632073763426
194,0.04800896760692771
195,0.011051919358366042
196,0.017733845896597166
197,0.014944298822563854
198,0.04677393528300176
199,0.04324219443534293
200,0.036186883678609394
201,0.10487178471427779
202,0.07226010408140729
203,0.01706833822381029
204,0.026333245453166107
205,0.029488371346121218
206,0.038718367031291584
207,0.011724823825076223
208,0.02975409063186875
209,0.06766866601140548
210,0.07118763539584536
211,0.02950466110815226
212,0.023857243112982648
213,0.01716922769946934
214,0.010819090250295711
215,0.015210489373757009
216,0.049878658663235736
217,0.010800859831457305
218,0.026479453187930997
219,0.013926912624822449
220,0.004759242134117794
221,0.012422143565730247
222,0.04141931221293913
223,0.023236520905617824
224,0.02286242967470805
225,0.02990317796670105
226,0.06300314100112676
227,0.13855133125522473
228,0.039625479535654935
229,0.03042953415757823
230,0.045814434700779734
231,0.06612635762053459
232,0.044515357946440515
233,0.019683324443356763
234,0.014926240570792098
235,0.024944598879849487
236,0.02634806815421304
237,0.034361540428559274
238,0.018306270427430472
239,0.023729498868119505
240,0.023094854409637704
241,0.04531973601829576
242,0.018824707201771675
